0,ground_truth,Corrupt,Shapely
a56ad00e4c3a73a466ddf94a60413955822861d335bb159723350d88b69f86a0,1,False,0.11687705752045863
74edb5ec0583a6cf215edb3fc617c9587fe973f812436e467ec8607e49aac978,1,False,0.10891354456474245
kei4pRX9ENQaKFsLcOU1,1,False,0.12950437195986772
18AD5lV4StiZfN0pmdGj,1,False,0.07238429903256428
0937576ac042e79668e2fcccc1659e9675ffac0348c5c59d6575f3884fe499e3,1,True,0.08103494833135103
b86e79d422acaa9cae88fe6cb6414cb724818861b179353efb9bae475c4b9df7,1,False,0.12174681666020962
1fMQAqC26xFJIgKpkrwS,1,False,0.0847536462718831
909c9424d569e3b9dd8533259d394b1077962da6d43db6f0825abd93441a481a,1,False,0.09707077032562006
i6HCJxaZV5cBzW1NUuof,1,False,0.10837734571088428
Sourceforge_3487.exe,0,False,0.06442290853161682
ikNI3YPuFznBR1ydWDK5,1,False,0.10499862481655724
1944.exe,0,False,0.060893810253437
KakdO56B2GhiC3szw7TI,1,False,0.12907904462063902
0e3de1806def011049d011b07a3a012cecce53cac8ff49f52ecf6db96aa0dcdc,0,False,0.17775487055467662
2mNqMtbkL87il4gXBPHY,1,False,0.10094502720673143
8603599b36d2cf87bde56861029963bd9b0a0390c626e3114ffe55354c6c51d4,1,False,0.10894418702466074
aeNhGKA8io4HrFtDcq31,1,False,0.07292236853624941
55602b4029b686a7580b578c217f2d3da2de553e8d41b8630276dd5bcf231ffe,1,False,0.10896749430233604
AH3uZ7WMq6RoOyNn89kw,1,False,0.10882695042084162
55d31ce16027c980ede272d4653075b8305ba5667bbf3e5ff11314697d54f25a,0,False,0.06859352575751179
Sourceforge_695.exe,0,False,0.06491939081695516
46bfd4f33a6612e9cc8ab508cb962baca5049e3c3cd96486194ae176bef87124,1,False,0.08454557278654753
CNET_21417.exe,0,False,0.080771666726279
0b15ff1ece1fd2a2af05f5e89bc5270e7174a212ba29a5f1014006b2d75fe1f8,1,True,0.09218227079562887
554b2c240fcf2a9319218ff128b0e0598555b348b1f8965aeebdd8f62c338ab8,1,False,0.1208203263861247
AeZvV9subzRmODWTjrh0,1,False,0.07265511781064762
b64eh1R89czkGnQIFA5K,1,False,0.09261868674217329
1101.exe,0,False,0.12506266373005206
Sourceforge_596.exe,0,False,0.1083175258951897
CNET_234346.exe,0,False,0.11294910201764362
96e5b1bfbdff4a565f8de645a9d2edaa17f9d52f17cc01d7384bbe00594ace52,1,False,0.11728171265984819
Sourceforge_4115.exe,0,False,0.09224789369170973
28189232492f56f9dcf75cc7766dd70d5866944f3e755f4840c89f2f81d3ea23,1,False,0.07255210426116082
fBFxXAQ4LR0ENTyS91rY,1,False,0.0930029411320357
Sourceforge_318.exe,0,False,0.09724701737988808
05482830f3f256740b428ce8a0cdf68637141e7af9715bf1facb81c9b188eac4,1,False,0.13323353477956756
jGbqZYOa6c8DNE4ugLTh,1,False,0.1215057329043504
auJL2IBelRMpwS7hKcmU,1,False,0.0970035520144152
17a7c321e117bb3c400bce286c7ce19454c2b3852178e47416739cfe0d855b1d,1,False,0.09673162952971073
AYVnhTKJPbW2eBjrQ3Cc,1,False,0.1165257692598006
82nLVASm1tBsdgHMvEXP,1,True,0.09300706717747757
CNET_241417.exe,0,False,0.10506448626295523
1979.exe,0,True,0.08074110201783788
5AycfmLjIp7NnvgS1JYW,1,False,0.08892553413660802
Sourceforge_4564.exe,0,False,0.10134862272054791
BizuIl5W3K6fAoqSZnyX,1,False,0.10929294556531337
448f6390c213c83f2f8d874047eeb80131a522a0751020a21a2e413cdb8b3675,0,False,0.09285972786219669
220be60350051d8c6e2b4fde9ded89ba539b9f2d1047a205ee3c4efd3079caf8,1,False,0.10113294649353508
857rChkgSJiFGI9Zu6Hb,1,True,0.10085820366984134
Sourceforge_3215.exe,0,True,0.06802308482963719
CNET_108126.exe,0,True,0.12074780169742623
CNET_103644.exe,0,False,0.1336194256510672
Sourceforge_6544.exe,0,False,0.0883669941040339
Sourceforge_6229.exe,0,True,0.10051629014092954
ce32c8f43d3f6e3997717ebb159cfc2dcd974ef1743df754381678297b91bd30,1,False,0.1008939998685609
Sourceforge_3209.exe,0,False,0.06868421377785683
9655c635dd8e12b06850359f632d2315c8ccf9d73e742c2ea909b810a1e1b17c,1,False,0.10494264110586585
Sourceforge_4365.exe,0,True,0.0964278834260045
709.exe,0,False,0.0932038430958174
Sourceforge_396.exe,0,False,0.09667398408583104
9IxlHe7TDc8iUFbGMumO,1,False,0.0848040503684381
570.exe,0,False,0.09715999110398436
35ac176aba9e60ede019df52996397f18cb7730493e01b337e61a7d2248186f5,1,False,0.13703366942464495
3c941e0ddac44eee9b8f9da4b372c32bd7305a54c6380814c8d6198fadfbc298,1,False,0.10518470244367085
Sourceforge_5214.exe,0,False,0.07662550148920284
Sourceforge_2308.exe,0,False,0.09683468626696834
Sourceforge_3853.exe,0,True,0.09260729355994085
b408d1437535aab5eb52b147d59272e8056375f2e90e2ccef71c062980e36b2f,1,False,0.04847367444284214
99fff9d5a8e3fc08b748c231ddf6e43c3cce95fbc3d09bc55ef4208929699198,1,False,0.10465912011031556
CSqAJat1xPWdzs8Y3mwy,1,True,0.1046555082309088
4f6596efe641b81ddd81964e33e39e6a2609a612ccede80164037d857d2529ac,1,True,0.10072975741075565
cquHZ28hReUoI4aJGKin,1,False,0.10873024945137749
