0,ground_truth,Corrupt,Shapely
a56ad00e4c3a73a466ddf94a60413955822861d335bb159723350d88b69f86a0,1,False,0.04660931674008996
74edb5ec0583a6cf215edb3fc617c9587fe973f812436e467ec8607e49aac978,1,False,0.20205475854824614
kei4pRX9ENQaKFsLcOU1,1,False,0.13874066652657205
18AD5lV4StiZfN0pmdGj,1,False,0.12478268538848805
0937576ac042e79668e2fcccc1659e9675ffac0348c5c59d6575f3884fe499e3,1,True,0.08046921453341678
b86e79d422acaa9cae88fe6cb6414cb724818861b179353efb9bae475c4b9df7,1,False,0.12299525531824809
1fMQAqC26xFJIgKpkrwS,1,False,0.10943740475979714
909c9424d569e3b9dd8533259d394b1077962da6d43db6f0825abd93441a481a,1,False,0.15634072992169212
i6HCJxaZV5cBzW1NUuof,1,False,0.12414143057169019
Sourceforge_3487.exe,0,False,0.12464213464418698
ikNI3YPuFznBR1ydWDK5,1,False,0.1893451674947171
1944.exe,0,False,0.15980191847010097
KakdO56B2GhiC3szw7TI,1,False,0.10872987181266752
0e3de1806def011049d011b07a3a012cecce53cac8ff49f52ecf6db96aa0dcdc,0,False,0.1247964011732849
2mNqMtbkL87il4gXBPHY,1,False,0.10755674075791957
8603599b36d2cf87bde56861029963bd9b0a0390c626e3114ffe55354c6c51d4,1,False,0.12569940937187948
aeNhGKA8io4HrFtDcq31,1,False,0.07894022251138726
55602b4029b686a7580b578c217f2d3da2de553e8d41b8630276dd5bcf231ffe,1,False,0.159499150247922
AH3uZ7WMq6RoOyNn89kw,1,False,0.16748624910357904
55d31ce16027c980ede272d4653075b8305ba5667bbf3e5ff11314697d54f25a,0,False,0.06339941122470771
Sourceforge_695.exe,0,False,0.1255393443405542
46bfd4f33a6612e9cc8ab508cb962baca5049e3c3cd96486194ae176bef87124,1,False,0.15807774583877027
CNET_21417.exe,0,False,0.10833648488307837
0b15ff1ece1fd2a2af05f5e89bc5270e7174a212ba29a5f1014006b2d75fe1f8,1,True,0.06152826115325177
554b2c240fcf2a9319218ff128b0e0598555b348b1f8965aeebdd8f62c338ab8,1,False,0.20250303083634746
AeZvV9subzRmODWTjrh0,1,False,0.1693915856582995
b64eh1R89czkGnQIFA5K,1,False,0.18895679977679766
1101.exe,0,False,0.095963174584133
Sourceforge_596.exe,0,False,0.062152916145225355
CNET_234346.exe,0,False,0.18986116319632823
96e5b1bfbdff4a565f8de645a9d2edaa17f9d52f17cc01d7384bbe00594ace52,1,False,0.0791041088077423
Sourceforge_4115.exe,0,False,0.13820991710318334
28189232492f56f9dcf75cc7766dd70d5866944f3e755f4840c89f2f81d3ea23,1,False,0.14379972085513282
fBFxXAQ4LR0ENTyS91rY,1,False,0.09332596704300969
Sourceforge_318.exe,0,False,0.20230138164852748
05482830f3f256740b428ce8a0cdf68637141e7af9715bf1facb81c9b188eac4,1,False,0.14002885823672762
jGbqZYOa6c8DNE4ugLTh,1,False,0.2362652553618259
auJL2IBelRMpwS7hKcmU,1,False,0.15599433858115058
17a7c321e117bb3c400bce286c7ce19454c2b3852178e47416739cfe0d855b1d,1,False,0.15192180401725439
AYVnhTKJPbW2eBjrQ3Cc,1,False,0.12482360696614325
82nLVASm1tBsdgHMvEXP,1,True,0.18662843611237723
CNET_241417.exe,0,False,0.13964827024572057
1979.exe,0,True,0.09481597105228431
5AycfmLjIp7NnvgS1JYW,1,False,0.12548779617010253
Sourceforge_4564.exe,0,False,0.09377738133762206
BizuIl5W3K6fAoqSZnyX,1,False,0.09628977988563238
448f6390c213c83f2f8d874047eeb80131a522a0751020a21a2e413cdb8b3675,0,False,0.12375308055757103
220be60350051d8c6e2b4fde9ded89ba539b9f2d1047a205ee3c4efd3079caf8,1,False,0.1731060785343927
857rChkgSJiFGI9Zu6Hb,1,True,0.10862026833589933
Sourceforge_3215.exe,0,True,0.092415868304475
CNET_108126.exe,0,True,0.13881674606655597
CNET_103644.exe,0,False,0.10582930598088368
Sourceforge_6544.exe,0,False,0.11141598172796731
Sourceforge_6229.exe,0,True,0.07487212534765461
ce32c8f43d3f6e3997717ebb159cfc2dcd974ef1743df754381678297b91bd30,1,False,0.18854151588957882
Sourceforge_3209.exe,0,False,0.09367116374212864
9655c635dd8e12b06850359f632d2315c8ccf9d73e742c2ea909b810a1e1b17c,1,False,0.06298651194379354
Sourceforge_4365.exe,0,True,0.14332215672383428
709.exe,0,False,0.11183327077769646
Sourceforge_396.exe,0,False,0.0957140847816344
9IxlHe7TDc8iUFbGMumO,1,False,0.23907480990557767
570.exe,0,False,0.12270532935648068
35ac176aba9e60ede019df52996397f18cb7730493e01b337e61a7d2248186f5,1,False,0.2048902460124888
3c941e0ddac44eee9b8f9da4b372c32bd7305a54c6380814c8d6198fadfbc298,1,False,0.09407945450917672
Sourceforge_5214.exe,0,False,0.09558484676109964
Sourceforge_2308.exe,0,False,0.09513669272364444
Sourceforge_3853.exe,0,True,0.11018432119249719
b408d1437535aab5eb52b147d59272e8056375f2e90e2ccef71c062980e36b2f,1,False,0.1091791732961766
99fff9d5a8e3fc08b748c231ddf6e43c3cce95fbc3d09bc55ef4208929699198,1,False,0.12254059505013243
CSqAJat1xPWdzs8Y3mwy,1,True,0.18743972680914248
4f6596efe641b81ddd81964e33e39e6a2609a612ccede80164037d857d2529ac,1,True,0.12359028390063392
cquHZ28hReUoI4aJGKin,1,False,0.09546662251767088
51df5f6c16251f8995cf9e20fbfd1364acfe93d15306d838b8f7faf0c49e61cf,1,False,0.1746141035874687
0f3689265294b1bf13111e404849b532441bfadb6adef863f7d04d6d2d14a440,1,False,0.17416370559192335
JPNtw3z5pD06EAd94oxh,1,False,0.10940619969028617
1b70a2a3b0be83dee7cc320c5089cf27abeee73ea537d4f4332d6e093313d6f6,1,True,0.13098238272934354
0e7143673832dd7d36b8a9e12632519a3398842affa1dcfa8c7ada62b8fe92c9,1,False,0.10765462279677672
7047468f505a123f56ccbd269d7a068c4386bd8f362c93e1c3debe636872cf49,1,False,0.21749245445748655
623be8e2b02633da3f5e6dfc384053e2c56c1569bef792719ac3aea52b32ee3a,1,True,0.17006411723601134
AdTYlL1J4j9HUiy87Dmg,1,False,0.1433691480662064
gyZztfseanvGp5uX2qix,1,False,0.0794188731324391
1ebbcdcba9cd9122f3dd11dd5fb327c9ace359c0612cc83143bea530a569d070,1,False,0.1080176011398077
1740.exe,0,True,0.1688255267432457
Sourceforge_1597.exe,0,False,0.15322451990166192
Sourceforge_4152.exe,0,False,0.23528832379463024
CNET_221790.exe,0,False,0.09265708393399309
fMe1zLP0EGjFXQrbdCqs,1,False,0.09384467740770706
Sourceforge_5282.exe,0,False,0.10921612359897245
c666da0a8b5362097e6f268f64fc6726437abf1124b825916b75989743f85887,1,False,0.12282405389010115
4QlfSpex83Nsh2oBcWXv,1,False,0.12566630272524226
CNET_103723.exe,0,False,0.17510449856121718
CNET_38173.exe,0,True,0.18868177406102865
31aeb8e51051e3d4f523140e952cfdcbd12fa1f65bbb85e1b0050a67d61320b4,1,False,0.1866297921091784
Ek7vsbD2Zd4IfM8xA0lw,1,False,0.1730403051511281
Sourceforge_4096.exe,0,True,0.13900718173919596
3055e80c8ff0a09743234326bbb0823b7d5521394c14869d777061ebb538cdbf,1,False,0.12749830208062504
HBoK6P8VSAEZhR5z4Qq2,1,False,0.10787337962314585
Sourceforge_5876.exe,0,False,0.14241996238763216
c3cdfa4c1d2371fc90358233ff0a9a67b6adbe3047c2614e2da327c1ef9eb98c,1,False,0.1240743582234217
9c6ef89802a2c9e031dca9a83e8094a37f4ca04cacdd689de8a5330e041278d4,1,False,0.1747112081972214
7f2479059d59945cd9c76bf5a6610ad025973fc6f194ad0be02a5b759a94ea89,1,False,0.1553730450648917
Sourceforge_2352.exe,0,False,0.20597212645520913
4wJsmEQAIdSi9BXK1g2o,1,False,0.17317331136021283
aBgtuX5CYTZnoksmANV7,1,False,0.10973746807146259
ibDT9XVyqJNrcztvEHgF,1,False,0.12390950590570096
529.exe,0,False,0.11400095434549029
1459.exe,0,False,0.14281460747990984
163ed026f473e6c8d2629198ab0b942aadfaf407f3ce53fe5a7f11cc58553ec8,1,False,0.1749709782714414
7b6a2c47f68bdabc73a7dc13ffc5d8c241419161c13f88f85de0e4ab5e5ca7f2,0,False,0.15467008973093327
CNET_202696.exe,0,False,0.10857761878917249
EuaSn2m5IjW6pURYtfH4,1,False,0.12754492750624427
d548d7753334dfe422bfdb4c5c174cb25edde387144d8b9104191456e3633f11,1,False,0.12703032380454687
a499cf2049b07ec712d16919a33bb8fe1e851bd3947af2963092f05b31f1718c,1,False,0.1409948606864917
02492e111817e0680c6b9d1acc067d6a667ab1e41e4b2a965c932d727419ba21,1,False,0.13717454595130826
3d85fdabc1c19961d706fda82011463cbf3f90e4a00edd97845b62bcc45cb3de,1,False,0.1742507832739491
b70a9989ed724a7434ad18b7b7a6723b79ad7d8aab775aeb61c9c883b68e0c44,1,False,0.12532619452908345
d456f952374d5b156285341ee12f53db9712e7261e22e2325da1c7e80c6b604f,1,False,0.10909418933702542
Sourceforge_7362.exe,0,False,0.10974404893727976
e98bc106a610de3a5680f67cbd1d5442bdabc63b6769fee37a96f05a80f20750,1,False,0.11161692264017459
fEnNJU3pLTbSOeFxaQ0z,1,False,0.16015275342797347
C7cZvXSQWwI0ftjA8xLN,1,False,0.15612339722545793
CNET_43382.exe,0,False,0.09562744596565764
je0Ds6Gax5oiTCmPAcBR,1,False,0.07723342066700928
581bD2ouMmKpySGQszri,1,False,0.19279574368782856
Sourceforge_5789.exe,0,False,0.08013018740936795
2189.exe,0,False,0.1279141533865572
aaf3f519e595c585517241c2968d2ffdd53463210ae8a2876ea34f151f426314,1,False,0.12754028794642738
CqlFyksTYLVw0eQfJZGD,1,True,0.09191902065908054
cqoIY36dhwfDNrnlHJsx,1,False,0.15129569349014288
99ef7b72436339cfca5e3b632904f2636acfcfc56db01bcc3c2bb5142741bf51,1,False,0.1258857259005167
Sourceforge_6012.exe,0,False,0.04608652615359494
CNET_207733.exe,0,False,0.10882920519822345
31374a4131c3961a0c393432f86712bed0920398ef0383ab8533fb036941e44e,1,False,0.12434868107793387
Sourceforge_6233.exe,0,False,0.10728883674622429
erWsqub0mkpO1NyCoDlB,1,False,0.18650801466868752
dclwUqBMsAQPvHS9KzpE,1,False,0.1905186587684651
CNET_236633.exe,0,False,0.07687522636391167
Sourceforge_1966.exe,0,True,0.1383764273124873
Sourceforge_1076.exe,0,False,0.12304838354938222
dbc65177fd21d6523b751d9380f8e668592465d56ea548dbe6bfca27aa0d5188,1,False,0.09475228633050461
3IxTl7gVswPM9eJDkapX,1,False,0.1392684696830708
Sourceforge_2161.exe,0,True,0.12233702049541147
3911b8d30f3d6d8725e272857398404e8e02c2fd8898e017f5ced3fc905841b3,1,False,0.11148132887834651
